   *   -3.25000000    -0.10035702
   *   -3.22499990    -0.11319503
   *   -3.19999981    -0.12593744
   *   -3.17500019    -0.13858248
   *   -3.15000010    -0.15112913
   *   -3.12500000    -0.16357562
   *   -3.09999990    -0.17592046
   *   -3.07499981    -0.18816211
   *   -3.05000019    -0.20029885
   *   -3.02500010    -0.21232962
   *   -3.00000000    -0.22425266
   *   -2.97499990    -0.23606648
   *   -2.94999981    -0.24776955
   *   -2.92500019    -0.25936015
   *   -2.90000010    -0.27083720
   *   -2.87500000    -0.28219896
   *   -2.84999990    -0.29344392
   *   -2.82499981    -0.30457057
   *   -2.80000019    -0.31557719
   *   -2.77500010    -0.32646268
   *   -2.75000000    -0.33722531
   *   -2.72499990    -0.34786358
   *   -2.69999981    -0.35837597
   *   -2.67500019    -0.36876077
   *   -2.65000010    -0.37901686
   *   -2.62500000    -0.38914254
   *   -2.59999990    -0.39913627
   *   -2.57499981    -0.40899657
   *   -2.55000019    -0.41872171
   *   -2.52500010    -0.42831057
   *   -2.50000000    -0.43776144
   *   -2.47499990    -0.44707281
   *   -2.44999981    -0.45624316
   *   -2.42500019    -0.46527082
   *   -2.40000010    -0.47415460
   *   -2.37500000    -0.48289284
   *   -2.34999990    -0.49148400
   *   -2.32499981    -0.49992658
   *   -2.30000019    -0.50821890
   *   -2.27500010    -0.51635978
   *   -2.25000000    -0.52434753
   *   -2.22499990    -0.53218064
   *   -2.19999981    -0.53985761
   *   -2.17500019    -0.54737677
   *   -2.15000010    -0.55473689
   *   -2.12500000    -0.56193633
   *   -2.09999990    -0.56897356
   *   -2.07499981    -0.57584707
   *   -2.05000019    -0.58255523
   *   -2.02500010    -0.58909677
   *   -2.00000000    -0.59547005
   *   -1.97499990    -0.60167356
   *   -1.94999981    -0.60770578
   *   -1.92500019    -0.61356510
   *   -1.90000010    -0.61925021
   *   -1.87500000    -0.62475950
   *   -1.84999990    -0.63009145
   *   -1.82499981    -0.63524454
   *   -1.80000019    -0.64021717
   *   -1.77500010    -0.64500803
   *   -1.75000000    -0.64961548
   *   -1.72499990    -0.65403803
   *   -1.69999981    -0.65827416
   *   -1.67500019    -0.66232228
   *   -1.65000010    -0.66618103
   *   -1.62500000    -0.66984881
   *   -1.59999990    -0.67332412
   *   -1.57499981    -0.67660545
   *   -1.55000019    -0.67969121
   *   -1.52500010    -0.68258002
   *   -1.50000000    -0.68527030
   *   -1.47499990    -0.68776054
   *   -1.44999981    -0.69004922
   *   -1.42500019    -0.69213479
   *   -1.40000010    -0.69401582
   *   -1.37500000    -0.69569075
   *   -1.34999990    -0.69715808
   *   -1.32499981    -0.69841627
   *   -1.30000019    -0.69946382
   *   -1.27500010    -0.70029923
   *   -1.25000000    -0.70092098
   *   -1.22499990    -0.70132755
   *   -1.19999981    -0.70151743
   *   -1.17500019    -0.70148911
   *   -1.15000010    -0.70124107
   *   -1.12500000    -0.70077179
   *   -1.09999990    -0.70007977
   *   -1.07499981    -0.69916349
   *   -1.05000019    -0.69802147
   *   -1.02500010    -0.69665213
   *   -1.00000000    -0.69505400
   *   -0.97499990    -0.69322555
   *   -0.94999981    -0.69116528
   *   -0.92500019    -0.68887171
   *   -0.90000010    -0.68634324
   *   -0.87500000    -0.68357841
   *   -0.84999990    -0.68057569
   *   -0.82499981    -0.67733359
   *   -0.80000019    -0.67385064
   *   -0.77500010    -0.67012520
   *   -0.75000000    -0.66615583
   *   -0.72499990    -0.66194101
   *   -0.69999981    -0.65747923
   *   -0.67500019    -0.65276907
   *   -0.65000010    -0.64780882
   *   -0.62500000    -0.64259708
   *   -0.59999990    -0.63713232
   *   -0.57499981    -0.63141302
   *   -0.55000019    -0.62543780
   *   -0.52500010    -0.61920492
   *   -0.50000000    -0.61271296
   *   -0.47499990    -0.60596041
   *   -0.44999981    -0.59894577
   *   -0.42500019    -0.59166766
   *   -0.40000010    -0.58412429
   *   -0.37500000    -0.57631428
   *   -0.34999990    -0.56823611
   *   -0.32499981    -0.55988828
   *   -0.30000019    -0.55126944
   *   -0.27500010    -0.54237775
   *   -0.25000000    -0.53321185
   *   -0.22499990    -0.52377023
   *   -0.19999981    -0.51405137
   *   -0.17500019    -0.50405396
   *   -0.15000010    -0.49377611
   *   -0.12500000    -0.48321648
   *   -0.09999990    -0.47237356
   *   -0.07499981    -0.46124584
   *   -0.05000019    -0.44983203
   *   -0.02500010    -0.43813018
   *    0.00000000    -0.42613898
   *    0.02500010    -0.41385693
   *    0.05000019    -0.40128251
   *    0.07499981    -0.38841445
   *    0.09999990    -0.37525076
   *    0.12500000    -0.36179016
   *    0.15000010    -0.34803114
   *    0.17500019    -0.33397218
   *    0.19999981    -0.31961204
   *    0.22499990    -0.30494868
   *    0.25000000    -0.28998083
   *    0.27500010    -0.27470700
   *    0.30000019    -0.25912566
   *    0.32499981    -0.24323561
   *    0.34999990    -0.22703473
   *    0.37500000    -0.21052180
   *    0.40000010    -0.19369532
   *    0.42500019    -0.17655376
   *    0.44999981    -0.15909596
   *    0.47499990    -0.14131972
   *    0.50000000    -0.12322388
   *    0.52499962    -0.10480726
   *    0.55000019    -0.08606730
   *    0.57499981    -0.06700390
   *    0.60000038    -0.04761410
   *    0.62500000    -0.02789787
   *    0.64999962    -0.00785296
   *    0.67500019     0.01252293
   *    0.69999981     0.03322975
   *    0.72500038     0.05427061
   *    0.75000000     0.07564540
   *    0.77499962     0.09735645
   *    0.80000019     0.11940610
   *    0.82499981     0.14179419
   *    0.85000038     0.16452395
   *    0.87500000     0.18759515
   *    0.89999962     0.21101016
   *    0.92500019     0.23477141
   *    0.94999981     0.25887861
   *    0.97500038     0.28333510
   *    1.00000000     0.30814054
   *    1.02499962     0.33329736
   *    1.05000019     0.35880806
   *    1.07499981     0.38467220
   *    1.10000038     0.41089327
   *    1.12500000     0.43747078
   *    1.14999962     0.46440724
   *    1.17500019     0.49170522
   *    1.19999981     0.51936414
   *    1.22500038     0.54738762
   *    1.25000000     0.57577505
   *    1.27499962     0.60452900
   *    1.30000019     0.63365209
   *    1.32499981     0.66314363
   *    1.35000038     0.69300737
   *    1.37500000     0.72324255
   *    1.39999962     0.75385182
   *    1.42500019     0.78483787
   *    1.44999981     0.81619986
   *    1.47500038     0.84794170
   *    1.50000000     0.88006247
   *    1.52499962     0.91256489
   *    1.55000019     0.94545174
   *    1.57499981     0.97872202
   *    1.60000038     1.01237979
   *    1.62500000     1.04642399
   *    1.64999962     1.08085740
   *    1.67500019     1.11568289
   *    1.69999981     1.15089930
   *    1.72500038     1.18651084
   *    1.75000000     1.22251630
   *    1.77499962     1.25891855
   *    1.80000019     1.29572051
   *    1.82499981     1.33292089
   *    1.85000038     1.37052404
   *    1.87500000     1.40852861
   *    1.89999962     1.44693753
   *    1.92500019     1.48575380
   *    1.94999981     1.52497599
   *    1.97500038     1.56460859
   *    2.00000000     1.60465009
   *    2.02499962     1.64510352
   *    2.05000019     1.68597195
   *    2.07499981     1.72725377
   *    2.10000038     1.76895366
   *    2.12500000     1.81106994
   *    2.14999962     1.85360571
   *    2.17500019     1.89656413
   *    2.19999981     1.93994344
   *    2.22500038     1.98374845
   *    2.25000000     2.02797735
   *    2.27499962     2.07263330
   *    2.30000019     2.11771955
   *    2.32499981     2.16323418
   *    2.35000038     2.20918216
   *    2.37500000     2.25556151
   *    2.39999962     2.30237548
   *    2.42500019     2.34962740
   *    2.44999981     2.39731518
   *    2.47500038     2.44544397
   *    2.50000000     2.49401161
   *    2.52499962     2.54302144
   *    2.55000019     2.59247687
   *    2.57499981     2.64237564
   *    2.60000038     2.69272307
   *    2.62500000     2.74351683
   *    2.64999962     2.79476036
   *    2.67500019     2.84645714
   *    2.69999981     2.89860474
   *    2.72500038     2.95120865
   *    2.75000000     3.00426638
   *    2.77499962     3.05778144
   *    2.80000019     3.11175740
   *    2.82499981     3.16619167
   *    2.85000038     3.22108991
   *    2.87500000     3.27644944
   *    2.89999962     3.33227387
   *    2.92500019     3.38856686
   *    2.94999981     3.44532563
   *    2.97500038     3.50255603
   *    3.00000000     3.56025520
   *    3.02499962     3.61842684
   *    3.05000019     3.67707469
   *    3.07499981     3.73619581
   *    3.10000038     3.79579621
   *    3.12500000     3.85587286
   *    3.14999962     3.91642954
   *    3.17500019     3.97747009
   *    3.19999981     4.03899139
   *    3.22500038     4.10099963
   *    3.25000000     4.16349159
   *    3.27499962     4.22647115
   *    3.30000019     4.28994226
   *    3.32499981     4.35390157
   *    3.35000038     4.41835548
   *    3.37500000     4.48330060
   *    3.39999962     4.54874088
   *    3.42500019     4.61468037
   *    3.44999981     4.68111553
   *    3.47500038     4.74805297
   *    3.50000000     4.81548907
   *    3.52499962     4.88342791
   *    3.55000019     4.95187362
   *    3.57499981     5.02082248
   *    3.60000038     5.09028127
   *    3.62500000     5.16024620
   *    3.64999962     5.23072143
   *    3.67500019     5.30171120
   *    3.69999981     5.37321159
   *    3.72500038     5.44522957
   *    3.75000000     5.51776117
   *    3.77499962     5.59081064
   *    3.80000019     5.66438230
   *    3.82499981     5.73847206
   *    3.85000038     5.81308708
   *    3.87500000     5.88822318
   *    3.89999962     5.96388471
   *    3.92500019     6.04007611
   *    3.94999981     6.11679308
   *    3.97500038     6.19404297
   *    4.00000000     6.27182141
   *    4.02499962     6.35013285
   *    4.05000019     6.42898183
   *    4.07499981     6.50836383
   *    4.10000038     6.58828644
   *    4.12500000     6.66874506
   *    4.14999962     6.74974425
   *    4.17500019     6.83128864
   *    4.19999981     6.91337352
   *    4.22500038     6.99600668
   *    4.25000000     7.07918331
   *    4.27499962     7.16290808
   *    4.30000019     7.24718573
   *    4.32499981     7.33201133
   *    4.35000038     7.41739288
   *    4.37500000     7.50332536
   *    4.39999962     7.58981356
   *    4.42500019     7.67686229
   *    4.44999981     7.76446645
   *    4.47500038     7.85263422
   *    4.50000000     7.94136040
