   *    4.55000019     0.21001454
   *    4.57499981     0.23119111
   *    4.59999990     0.25422213
   *    4.62500000     0.27913411
   *    4.65000010     0.30595398
   *    4.67500019     0.33470862
   *    4.69999981     0.36542436
   *    4.72499990     0.39812927
   *    4.75000000     0.43284970
   *    4.77500010     0.46961256
   *    4.80000019     0.50844475
   *    4.82499981     0.54937239
   *    4.84999990     0.59242394
   *    4.87500000     0.63762556
   *    4.90000010     0.68500415
   *    4.92500019     0.73458663
   *    4.94999981     0.78639890
   *    4.97499990     0.84046984
   *    5.00000000     0.89682540
   *    5.02500010     0.95549248
   *    5.05000019     1.01649799
   *    5.07499981     1.07986762
   *    5.09999990     1.14563070
   *    5.12500000     1.21381293
   *    5.15000010     1.28444125
   *    5.17500019     1.35754254
   *    5.19999981     1.43314227
   *    5.22499990     1.51127022
   *    5.25000000     1.59195188
   *    5.27500010     1.67521417
   *    5.30000019     1.76108400
   *    5.32499981     1.84958655
   *    5.34999990     1.94075213
   *    5.37500000     2.03460596
   *    5.40000010     2.13117498
   *    5.42500019     2.23048607
   *    5.44999981     2.33256419
   *    5.47499990     2.43744013
   *    5.50000000     2.54513889
