   *   -1.27500010     1.08643353
   *   -1.25000000     1.05605627
   *   -1.22499990     1.02623578
   *   -1.20000005     0.99698119
   *   -1.17499995     0.96830078
   *   -1.15000010     0.94020395
   *   -1.12500000     0.91269900
   *   -1.09999990     0.88579505
   *   -1.07500005     0.85950119
   *   -1.04999995     0.83382576
   *   -1.02500010     0.80877810
   *   -1.00000000     0.78436658
   *   -0.97499990     0.76060027
   *   -0.95000005     0.73748825
   *   -0.92499995     0.71503892
   *   -0.90000010     0.69326154
   *   -0.87500000     0.67216455
   *   -0.84999990     0.65175700
   *   -0.82500005     0.63204792
   *   -0.79999995     0.61304579
   *   -0.77500010     0.59475980
   *   -0.75000000     0.57719845
   *   -0.72499990     0.56037077
   *   -0.70000005     0.54428574
   *   -0.67499995     0.52895192
   *   -0.65000010     0.51437842
   *   -0.62500000     0.50057383
   *   -0.59999990     0.48754712
   *   -0.57500005     0.47530726
   *   -0.54999995     0.46386285
   *   -0.52500010     0.45322296
   *   -0.50000000     0.44339623
   *   -0.47499990     0.43439160
   *   -0.45000005     0.42621801
   *   -0.42499995     0.41888413
   *   -0.40000010     0.41239894
   *   -0.37500000     0.40677118
   *   -0.34999990     0.40200975
   *   -0.32500005     0.39812353
   *   -0.29999995     0.39512129
   *   -0.27500010     0.39301193
   *   -0.25000000     0.39180425
   *   -0.22499990     0.39150712
   *   -0.20000005     0.39212938
   *   -0.17499995     0.39367988
   *   -0.15000010     0.39616744
   *   -0.12500000     0.39960095
   *   -0.09999990     0.40398924
   *   -0.07500005     0.40934109
   *   -0.04999995     0.41566544
   *   -0.02500010     0.42297104
   *    0.00000000     0.43126685
   *    0.02500010     0.44056165
   *    0.04999995     0.45086420
   *    0.07500005     0.46218352
   *    0.09999990     0.47452825
   *    0.12500000     0.48790747
   *    0.15000010     0.50232991
   *    0.17499995     0.51780426
   *    0.20000005     0.53433966
   *    0.22499990     0.55194463
   *    0.25000000     0.57062837
   *    0.27500010     0.59039955
   *    0.29999995     0.61126681
   *    0.32500005     0.63323939
   *    0.34999990     0.65632572
   *    0.37500000     0.68053508
   *    0.40000010     0.70587611
   *    0.42499995     0.73235739
   *    0.45000005     0.75998826
   *    0.47499990     0.78877705
   *    0.50000000     0.81873315
   *    0.52500010     0.84986514
   *    0.55000019     0.88218185
   *    0.57499981     0.91569149
   *    0.59999990     0.95040418
   *    0.62500000     0.98632812
   *    0.65000010     1.02347218
   *    0.67500019     1.06184518
   *    0.69999981     1.10145522
   *    0.72499990     1.14231264
   *    0.75000000     1.18442554
   *    0.77500010     1.22780277
   *    0.80000019     1.27245318
   *    0.82499981     1.31838471
   *    0.84999990     1.36560797
   *    0.87500000     1.41413094
   *    0.90000010     1.46396246
   *    0.92500019     1.51511137
   *    0.94999981     1.56758551
   *    0.97499990     1.62139572
   *    1.00000000     1.67654987
   *    1.02500010     1.73305678
   *    1.05000019     1.79092531
   *    1.07499981     1.85016316
   *    1.09999990     1.91078144
   *    1.12500000     1.97278786
   *    1.15000010     2.03619128
   *    1.17500019     2.10100054
   *    1.19999981     2.16722321
   *    1.22499990     2.23487065
   *    1.25000000     2.30395047
   *    1.27500010     2.37447151
   *    1.30000019     2.44644260
   *    1.32499981     2.51987119
   *    1.34999990     2.59476892
   *    1.37500000     2.67114324
   *    1.40000010     2.74900300
   *    1.42500019     2.82835704
   *    1.44999981     2.90921265
   *    1.47499990     2.99158177
   *    1.50000000     3.07547170
   *    1.52500010     3.16089129
   *    1.55000019     3.24784939
   *    1.57499981     3.33635313
   *    1.59999990     3.42641475
   *    1.62500000     3.51804140
   *    1.65000010     3.61124194
   *    1.67500019     3.70602520
   *    1.69999981     3.80239818
   *    1.72499990     3.90037340
   *    1.75000000     3.99995788
   *    1.77500010     4.10116047
   *    1.80000019     4.20399001
   *    1.82499981     4.30845333
   *    1.84999990     4.41456327
   *    1.87500000     4.52232669
   *    1.90000010     4.63175244
   *    1.92500019     4.74284936
   *    1.94999981     4.85562413
   *    1.97499990     4.97008990
   *    2.00000000     5.08625337
   *    2.02500010     5.20412339
   *    2.05000019     5.32370880
   *    2.07499981     5.44501612
   *    2.09999990     5.56805883
   *    2.12500000     5.69284346
   *    2.15000010     5.81937886
   *    2.17500019     5.94767387
   *    2.19999981     6.07773485
   *    2.22499990     6.20957560
   *    2.25000000     6.34320249
   *    2.27500010     6.47862438
   *    2.30000019     6.61585011
   *    2.32499981     6.75488585
   *    2.34999990     6.89574575
   *    2.37500000     7.03843603
   *    2.40000010     7.18296551
   *    2.42500019     7.32934306
   *    2.44999981     7.47757467
   *    2.47499990     7.62767484
   *    2.50000000     7.77964960
