   *    4.15000010     2.03816843
   *    4.17499995     1.99675146
   *    4.20000005     1.95576463
   *    4.22499990     1.91523722
   *    4.25000000     1.87519695
   *    4.27500010     1.83567271
   *    4.29999995     1.79669335
   *    4.32500005     1.75828663
   *    4.34999990     1.72048176
   *    4.37500000     1.68330653
   *    4.40000010     1.64678978
   *    4.42499995     1.61096035
   *    4.45000005     1.57584605
   *    4.47499990     1.54147604
   *    4.50000000     1.50787815
   *    4.52500010     1.47508122
   *    4.55000019     1.44311373
   *    4.57499981     1.41200476
   *    4.59999990     1.38178163
   *    4.62500000     1.35247341
   *    4.65000010     1.32410861
   *    4.67500019     1.29671572
   *    4.69999981     1.27032373
   *    4.72499990     1.24496011
   *    4.75000000     1.22065389
   *    4.77500010     1.19743354
   *    4.80000019     1.17532757
   *    4.82499981     1.15436485
   *    4.84999990     1.13457308
   *    4.87500000     1.11598116
   *    4.90000010     1.09861758
   *    4.92500019     1.08251085
   *    4.94999981     1.06768971
   *    4.97499990     1.05418210
   *    5.00000000     1.04201681
   *    5.02500010     1.03122232
   *    5.05000019     1.02182714
   *    5.07499981     1.01385989
   *    5.09999990     1.00734876
   *    5.12500000     1.00232241
   *    5.15000010     0.99880934
   *    5.17500019     0.99683803
   *    5.19999981     0.99643697
   *    5.22499990     0.99763464
   *    5.25000000     1.00045956
   *    5.27500010     1.00494021
   *    5.30000019     1.01110510
   *    5.32499981     1.01898254
   *    5.34999990     1.02860133
   *    5.37500000     1.03998982
   *    5.40000010     1.05317652
   *    5.42500019     1.06818992
   *    5.44999981     1.08505816
   *    5.47499990     1.10381039
   *    5.50000000     1.12447479
   *    5.52500010     1.14707986
   *    5.55000019     1.17165408
   *    5.57499981     1.19822543
   *    5.59999990     1.22682342
   *    5.62500000     1.25747604
   *    5.65000010     1.29021179
   *    5.67500019     1.32505916
   *    5.69999981     1.36204593
   *    5.72499990     1.40120199
   *    5.75000000     1.44255515
   *    5.77500010     1.48613390
   *    5.80000019     1.53196674
   *    5.82499981     1.58008123
   *    5.84999990     1.63050768
   *    5.87500000     1.68327370
   *    5.90000010     1.73840778
   *    5.92500019     1.79593841
   *    5.94999981     1.85589292
   *    5.97499990     1.91830208
   *    6.00000000     1.98319328
   *    6.02500010     2.05059500
   *    6.05000019     2.12053573
   *    6.07499981     2.19304257
   *    6.09999990     2.26814677
   *    6.12500000     2.34587546
   *    6.15000010     2.42625714
   *    6.17500019     2.50932030
   *    6.19999981     2.59509177
   *    6.22499990     2.68360332
   *    6.25000000     2.77488183
   *    6.27500010     2.86895579
   *    6.30000019     2.96585369
   *    6.32499981     3.06560210
   *    6.34999990     3.16823332
   *    6.37500000     3.27377396
   *    6.40000010     3.38225252
   *    6.42500019     3.49369749
   *    6.44999981     3.60813514
   *    6.47499990     3.72559835
   *    6.50000000     3.84611345
